6,0,5.65901572159607,2.11427450336482
7,0,5.65783471420883,2.11440953860651
8,0,5.65796605911868,2.11456941335789
9,0,5.65945083628577,2.11475398887086
10,0,5.66215865175074,2.1149623658919
11,0,5.66560241228471,2.11519298991206
12,0,5.66936614083897,2.11544377733951
13,0,5.67317863807484,2.11571225431458
14,0,5.67688187302607,2.11599569770857
6,1,5.657737969989,2.114282491128
7,1,5.65682299487908,2.1144167973307
8,1,5.65729217905391,2.11457558479775
9,1,5.65912494164832,2.11475872737209
10,1,5.66203710724378,2.11496536660055
11,1,5.66556594718028,2.11519401700443
12,1,5.66934197673152,2.11544268913369
13,1,5.67314660838181,2.1157090225801
14,1,5.67676970956678,2.11599041828306
6,2,5.65758347003725,2.11428616986762
7,2,5.65673211105362,2.11442007411184
8,2,5.65726683765303,2.11457818857336
9,2,5.65912216651776,2.11476037491622
10,2,5.66201992431419,2.11496578785813
11,2,5.66553036747099,2.11519298273176
12,2,5.66925237300896,2.11544003917322
13,2,5.67298343338733,2.11570469071583
14,2,5.67649528306753,2.11598445016744
6,3,5.65730476007545,2.11429121178814
7,3,5.65651967333887,2.11442581299126
8,3,5.65711906976497,2.11458461653426
9,3,5.65907085805134,2.11476744827252
10,3,5.66202811813596,2.11497343498479
11,3,5.6655593685152,2.11520111412974
12,3,5.66929354773653,2.11544855777287
13,3,5.6730276007267,2.11571350216149
14,3,5.67653330045795,2.11599347163692
6,4,5.65737225151159,2.11430222075688
7,4,5.65658233955514,2.11443680333754
8,4,5.65718272578198,2.11459553214841
9,4,5.65912701501765,2.11477824408102
10,4,5.66208049300949,2.11498407778812
11,4,5.66561419145152,2.11521158307917
12,4,5.66934897810978,2.11545884409391
13,4,5.67308189979602,2.1157236082509
14,4,5.67658495808786,2.1160034096487
6,5,5.65735850197887,2.11431669244066
7,5,5.65657029836696,2.11445123558902
8,5,5.65717243332614,2.11460992976664
9,5,5.65912165252263,2.11479260989699
10,5,5.66207808346793,2.11499841297723
11,5,5.66561124589359,2.11522588749419
12,5,5.66934550235526,2.1154731167075
13,5,5.67307797225385,2.11573784767605
14,5,5.67658073104199,2.11601761435493
6,6,5.65739955309458,2.1143333621667
7,6,5.65661288867,2.11446787301281
8,6,5.65721541065068,2.1146265433797
9,6,5.65916427821259,2.11480920865618
10,6,5.66212002277161,2.11501500580105
11,6,5.6656531790861,2.11524248289567
12,6,5.66938739629323,2.11548972250027
13,6,5.67311979103449,2.11575447066443
14,6,5.67662242765826,2.11603426022058
6,7,5.65741338981584,2.11435189985554
7,7,5.65662581341259,2.11448643126429
8,7,5.65722814901824,2.11464511878156
9,7,5.65917673723942,2.11482779729396
10,7,5.66213253423306,2.11503360372951
11,7,5.66566568543571,2.11526108633186
12,7,5.66939984412934,2.11550832792733
13,7,5.67313213154936,2.11577307514927
14,7,5.67663462122492,2.11605286135972
