6,0,46682.965335914,94245.6386349733
7,0,46229.277046729,94236.7232779788
8,0,45862.7471793377,94231.270853508
9,0,45682.7754017003,94229.7085502124
10,0,45683.6581466544,94232.3035824126
11,0,45845.9394073863,94239.1374667966
12,0,46076.876005488,94250.0902534386
13,0,46341.2829449297,94264.8380294375
14,0,48412.427594365,94282.8647033905
6,1,46464.8197192974,94245.5594367338
7,1,46037.2726699855,94236.9475405326
8,1,45709.4263485041,94231.7480383641
9,1,45576.2039223477,94230.3667750068
10,1,45620.8918156451,94233.0537251541
11,1,45813.9698340875,94239.879473497
12,1,46060.840161015,94250.7212455982
13,1,46333.0326377465,94265.2614764939
14,1,48387.3792845657,94282.9998355571
6,2,46438.9691885595,94245.9144955906
7,2,46019.1817354422,94237.4456779118
8,2,45704.066085719,94232.3622796672
9,2,45580.5298797912,94231.0521227427
10,2,45632.0669934861,94233.7499204258
11,2,45824.4240715289,94240.5154587248
12,2,46071.5124969941,94251.2211809489
13,2,46338.5873727046,94265.5520236749
14,2,48326.1187497336,94283.0181435392
6,3,46387.3574899271,94245.9633986128
7,3,45970.2585278324,94237.6981849244
8,3,45662.0102944144,94232.8294046135
9,3,45550.3684871404,94231.7301216405
10,3,45611.9034803579,94234.6225524367
11,3,45813.3471770464,94241.5569174429
12,3,46064.8067544043,94252.3994216449
13,3,46334.919008997,94266.8322401036
14,3,48325.7677211536,94284.366114455
6,4,46396.59309993,94247.2682718218
7,4,45979.2198299861,94238.9296568387
8,4,45671.3294870984,94233.9912305916
9,4,45559.4544835638,94232.8290843404
10,4,45621.0601319976,94235.667956543
11,4,45822.1382947055,94242.5600293718
12,4,46074.0046005519,94253.3728565981
13,4,46344.2662200283,94267.7893079522
14,4,48328.6972965472,94285.3201290299
6,5,46390.6169147806,94248.1398164075
7,5,45972.795169502,94239.8049380685
8,5,45664.8325769668,94234.8685117041
9,5,45553.0202222054,94233.7052764637
10,5,45614.7582863409,94236.5390580812
11,5,45816.0428814752,94243.4215905743
12,5,46067.8446989802,94254.2204346513
13,5,46338.0517819698,94268.6188774704
14,5,48315.5808308062,94286.1284236943
6,6,46392.8777807742,94249.0048259337
7,6,45975.5862171945,94240.6624820505
8,6,45667.8498776,94235.722361892
9,6,45556.3622275469,94234.5593634955
10,6,45618.201280947,94237.3972288671
11,6,45819.5414667908,94244.287389542
12,6,46071.3652658311,94255.0969187347
13,6,46341.5946882144,94269.5084770935
14,6,48324.3244938279,94287.032850559
6,7,46392.4774243034,94249.7952534981
7,7,45974.9013535598,94241.4565487945
8,7,45667.057284563,94236.5181388383
9,7,45555.3525397549,94235.3549425301
10,7,45617.112222448,94238.1908365097
11,7,45818.3763383214,94245.0774835136
12,7,46070.1909984697,94255.8822620813
13,7,46340.3978179112,94270.2881880047
14,7,48319.5934878402,94287.8064273848
6,8,46392.5647735624,94250.5375958236
7,8,45975.1614881901,94242.1993619724
8,8,45667.4019041728,94237.2621628014
9,8,45555.8591540025,94236.1008269481
10,8,45617.6944509844,94238.9391051857
11,8,45819.0257353159,94245.828508517
12,8,46070.841223179,94256.636252626
13,8,46341.051590151,94271.0451890407
14,8,48322.1105441294,94288.566329276
6,9,46389.5291260299,94251.1809940401
7,9,45972.0504779434,94242.8420154092
8,9,45664.2531917483,94237.9037444359
9,9,45552.626787478,94236.7410818168
10,9,45614.4209756074,94239.5778593724
11,9,45815.7091908761,94246.4656742177
